,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits,Cluster
1048,35196.0,1,0,3204,68,75,12,141,43,39,187,6,6,1,5,8,0
1049,44529.0,0,1,2970,98,538,13,91,17,6,26,6,6,2,11,5,0
1050,70924.0,0,0,2694,41,635,114,254,132,152,76,1,6,6,7,3,2
1051,28764.0,1,1,2635,16,8,0,3,0,0,1,1,1,0,2,8,1
1052,69098.0,0,0,3109,82,1315,22,780,145,0,178,1,7,8,9,5,2
1053,25959.0,1,1,3111,1,4,2,12,7,5,26,2,1,2,2,6,1
1054,27100.0,1,0,3061,64,12,0,13,2,0,10,1,1,0,3,7,1
1055,70596.0,0,0,3243,68,347,44,534,17,0,26,1,3,5,12,2,2
1056,42557.0,0,1,3280,98,192,5,53,0,5,15,4,6,1,4,8,0
1057,53312.0,0,0,2935,32,241,0,12,0,0,25,1,5,1,5,7,1
1058,72228.0,0,0,3190,87,631,28,491,30,14,56,1,6,7,8,3,2
1059,67605.0,0,0,3066,84,336,28,282,184,54,54,1,2,8,6,1,2
1060,62845.0,1,1,3247,3,1099,0,45,0,0,34,11,3,4,10,8,0
1061,65196.0,0,2,2950,34,743,19,181,12,0,200,2,7,6,11,5,0
1062,42000.0,0,0,3146,23,124,83,267,85,59,35,2,5,2,11,5,2
1063,35860.0,1,1,2652,37,15,0,8,4,2,20,2,1,1,2,5,1
1064,65526.0,0,1,2690,22,397,19,69,12,0,9,1,4,4,8,2,0
1065,16860.0,1,1,3266,19,10,4,4,3,3,14,3,1,1,3,7,1
1066,83528.0,0,0,2670,7,530,117,678,134,44,147,1,4,10,8,1,2
1067,64176.0,0,1,3306,52,1215,33,249,64,116,149,8,8,9,8,6,0
1068,22304.0,0,0,3305,91,3,2,7,0,4,2,1,1,0,2,8,1
1069,67023.0,0,0,2728,93,444,44,382,11,8,17,1,3,7,13,2,2
1070,32892.0,1,0,2646,78,26,0,15,2,1,2,2,3,0,3,8,1
1071,70713.0,0,1,3184,23,736,114,279,82,76,190,6,5,6,8,3,2
1072,59925.0,0,1,3187,83,473,21,176,19,21,56,3,9,2,9,6,0
1073,39722.0,0,1,2736,92,32,0,5,2,0,8,2,2,0,3,5,1
1074,46610.0,0,0,2957,4,288,10,30,4,10,125,1,6,1,6,6,0
1075,88347.0,0,0,2972,32,1050,178,555,77,138,118,1,4,7,9,1,2
1076,87171.0,0,0,3035,27,1001,44,107,58,44,44,1,6,7,11,2,2
1077,26907.0,1,1,2924,10,9,1,7,0,3,2,2,1,0,3,7,1
1078,50014.0,1,0,2769,9,234,14,77,19,10,42,2,4,1,8,5,1
1079,41014.0,1,0,3044,65,7,2,6,2,0,3,1,1,0,2,7,1
1080,66294.0,0,0,2715,68,251,108,334,65,92,117,1,4,3,5,2,2
1081,36715.0,1,0,3200,16,172,10,125,21,13,16,6,7,2,4,9,1
1082,79456.0,0,0,3287,12,565,42,548,64,83,99,1,5,6,4,3,2
1083,40479.0,1,0,2927,95,5,0,8,2,0,0,1,0,0,3,4,1
1084,75345.0,0,0,3123,16,918,57,842,99,38,133,1,5,8,6,3,2
1085,54233.0,0,1,3121,46,652,8,158,21,0,142,4,11,6,5,8,0
1086,24163.0,1,1,2871,3,4,1,7,2,1,2,2,1,0,3,4,1
1087,84460.0,0,0,3152,80,152,27,103,106,54,81,0,9,9,4,5,2
1088,43776.0,1,0,2668,77,8,0,9,2,1,3,1,1,0,2,6,1
1089,71691.0,0,0,2715,0,336,130,411,240,32,43,1,4,7,5,2,2
1090,85844.0,0,0,2642,62,938,19,843,25,95,38,1,6,6,7,2,2
1091,39190.0,1,0,2675,91,68,8,18,19,8,12,2,2,1,4,5,1
1092,71367.0,0,0,2921,24,227,23,389,42,21,75,1,4,5,7,2,2
1093,38578.0,1,1,2983,2,38,4,22,3,3,3,3,3,0,3,8,1
1094,57236.0,1,1,2720,22,105,0,9,2,1,4,3,2,1,4,3,1
1095,61825.0,0,1,2937,56,162,50,100,55,30,27,1,4,2,8,4,0
1096,79803.0,0,1,2638,54,574,8,216,21,16,33,1,4,3,5,1,0
1097,80910.0,0,0,3217,71,160,80,369,67,39,41,1,3,3,8,1,2
1098,27590.0,1,0,3043,38,6,0,5,0,0,1,1,1,0,2,7,1
1099,56775.0,0,1,3154,62,614,35,160,58,35,35,2,5,8,10,5,0
1100,83829.0,0,0,2875,78,897,161,430,186,161,27,0,4,7,6,1,2
1101,54210.0,0,1,3016,18,70,54,109,80,9,45,2,4,1,7,5,0
1102,38508.0,1,0,2942,95,120,19,206,25,19,54,6,7,2,5,8,1
1103,53187.0,1,0,2857,66,211,2,30,7,7,10,2,4,1,6,5,1
1104,30023.0,1,0,2708,28,11,0,16,7,6,21,1,2,0,3,8,1
1105,76045.0,0,0,2837,78,760,53,400,17,93,0,1,4,5,11,2,2
1106,50870.0,0,1,2621,13,53,0,8,0,0,2,1,2,0,3,5,1
1107,15315.0,0,0,2941,27,7,4,13,15,8,17,2,2,0,4,5,1
1108,65463.0,1,0,2761,17,391,32,70,21,32,16,2,6,2,9,5,0
1109,66480.0,1,1,2640,71,199,9,57,20,21,6,7,4,1,7,4,0
1110,76773.0,0,0,3100,79,516,56,449,86,33,16,1,2,2,11,1,2
1111,81698.0,0,0,3096,1,709,45,115,30,160,45,1,8,2,5,5,2
1112,54466.0,1,1,2751,78,12,0,4,0,0,0,1,1,0,2,5,1
1113,98777.0,0,0,2743,23,1000,19,711,125,115,38,0,4,6,9,1,2
1114,16269.0,1,0,2914,75,19,3,18,3,1,0,3,3,0,3,8,1
1115,71819.0,0,1,2916,70,1224,28,140,0,14,168,3,3,3,5,6,0
1116,33569.0,1,0,2867,10,16,2,18,3,0,24,1,1,1,2,8,1
1117,36262.0,0,0,2893,24,88,39,54,64,28,153,1,3,5,3,6,1
1118,22634.0,0,0,3140,47,2,23,11,8,6,46,1,2,1,2,8,1
1119,47025.0,0,1,2901,98,508,11,59,23,5,29,5,11,1,6,9,0
1120,70566.0,0,1,2877,4,381,28,215,84,28,21,2,6,5,9,3,0
1121,31605.0,1,0,3195,15,74,0,42,2,1,6,2,2,1,4,7,1
1122,52034.0,1,1,3019,67,146,0,93,7,13,73,5,4,2,5,7,0
1123,48526.0,1,0,2798,32,23,17,23,43,20,9,1,2,1,4,3,1
1124,46734.0,0,1,3199,40,110,5,137,26,23,29,2,6,1,5,7,0
1125,39552.0,1,1,3169,54,165,3,147,4,24,41,7,6,2,5,8,0
1126,86358.0,1,1,3301,78,957,47,494,82,47,95,4,5,3,6,8,0
1127,46931.0,2,1,2677,94,41,0,17,3,1,16,2,1,1,3,3,1
1128,16581.0,0,0,3144,51,1,3,4,2,3,11,1,0,0,3,4,1
1129,63998.0,0,0,2802,42,176,29,818,0,33,112,1,7,6,11,4,2
1130,67381.0,0,1,3141,67,815,8,53,11,0,70,4,2,2,9,7,0
1131,25930.0,1,1,2873,87,6,1,2,2,0,4,1,1,0,2,7,1
1132,42693.0,1,0,2633,29,8,4,20,6,3,16,1,1,0,3,5,1
1133,85606.0,0,1,3205,89,717,42,864,219,30,84,2,6,7,9,3,2
1134,72903.0,0,0,2854,74,1067,138,750,0,19,39,1,7,5,8,4,2
1135,49669.0,1,0,2647,97,166,5,107,11,8,29,2,5,1,6,6,1
1136,36778.0,1,1,3304,63,29,4,34,2,4,4,3,3,0,3,9,1
1137,85696.0,0,0,3033,88,714,76,395,116,0,12,1,4,6,9,1,2
1138,10979.0,0,0,2649,34,8,4,10,2,2,4,2,3,0,3,5,1
1139,49678.0,0,1,3123,81,229,5,56,3,2,20,2,6,2,4,7,0
1140,56129.0,0,1,2985,65,320,48,133,39,72,48,4,6,2,10,4,0
1141,37155.0,1,0,3125,51,23,0,26,7,15,3,1,2,0,4,5,1
1142,21282.0,1,0,2660,76,1,5,8,4,8,20,2,2,1,2,6,1
1143,33419.0,0,1,2927,76,56,0,12,0,0,18,2,2,0,4,7,1
1144,63285.0,0,0,2847,84,508,124,249,50,38,134,1,6,5,13,3,2
1145,21255.0,1,0,2770,56,29,0,25,2,2,3,4,2,1,4,4,1
1146,42162.0,1,0,2833,31,46,7,59,2,4,27,2,3,1,3,6,1
1147,54450.0,1,1,3264,0,454,0,171,8,19,32,12,9,2,8,8,0
1148,57744.0,0,1,2840,91,350,3,39,0,0,19,2,9,1,4,8,0
1149,26576.0,1,0,3235,40,10,0,8,0,0,9,1,1,0,2,9,1
1150,57513.0,0,0,2969,59,735,40,183,52,20,30,2,9,3,13,6,0
1151,68142.0,0,1,3280,96,897,126,196,91,112,37,3,10,4,7,6,2
1152,7500.0,0,1,3280,61,5,2,3,3,0,5,1,1,0,2,8,1
1153,83145.0,0,0,3256,14,777,35,731,39,137,114,1,5,9,11,2,2
1154,54197.0,0,1,2698,16,162,6,37,6,13,13,2,1,3,6,1,1
1155,23091.0,1,1,2643,98,35,0,11,0,0,2,4,2,1,3,7,1
1156,46049.0,1,1,2954,11,342,9,112,19,14,19,10,5,2,9,7,0
1157,56715.0,0,0,3182,52,258,105,239,237,172,9,1,7,3,4,4,2
1158,79410.0,0,0,2642,19,658,80,483,123,13,13,1,3,2,5,1,2
1159,57304.0,0,1,3086,61,356,80,329,138,17,106,2,7,6,10,5,2
1160,44375.0,0,1,2709,73,213,5,28,7,7,41,1,4,1,6,5,1
1161,54450.0,1,1,3264,0,454,0,171,8,19,32,12,9,2,8,8,0
1162,59594.0,0,1,3228,74,457,4,29,0,0,9,1,8,1,7,7,0
1163,80685.0,0,0,3287,55,241,45,604,34,26,54,1,6,4,10,2,2
1164,40344.0,0,1,2870,48,210,0,6,0,0,2,2,4,1,5,7,1
1165,62710.0,0,1,3013,53,441,35,83,7,29,11,4,4,2,12,4,0
1166,48985.0,0,1,2970,13,19,13,18,10,7,8,1,1,1,3,3,1
1167,35322.0,1,2,3287,34,28,9,37,12,7,13,3,2,0,4,8,1
1168,77142.0,0,0,3007,54,476,75,162,29,151,97,1,4,4,8,2,2
1169,81657.0,0,0,2769,69,364,40,425,158,60,50,1,3,4,8,1,2
1170,14421.0,0,0,2743,81,0,0,2,3,3,8,1,1,0,2,5,1
1171,20130.0,0,0,2715,99,0,6,3,7,6,12,1,1,0,3,8,1
1172,74214.0,0,0,3283,3,863,83,547,86,99,33,1,8,2,5,5,2
1173,66726.0,1,1,2779,61,349,7,35,0,0,47,3,8,2,4,7,0
1174,23724.0,1,0,3148,65,5,23,15,0,18,14,2,2,0,3,8,1
1175,47353.0,0,1,2839,93,184,2,19,8,8,4,3,2,2,6,5,1
1176,33444.0,1,1,3214,24,8,0,8,0,0,2,1,1,0,2,8,1
1177,54386.0,0,1,3019,8,277,21,64,62,21,25,2,3,2,10,3,0
1178,28510.0,1,1,3053,72,44,5,19,0,4,19,3,2,0,4,5,1
1179,90638.0,0,0,2747,29,1156,120,915,94,144,96,1,3,4,10,1,2
1180,48070.0,0,1,3143,33,373,14,83,6,9,19,3,8,2,6,7,0
1181,43140.0,0,1,3151,68,134,8,76,6,0,11,1,4,1,5,6,1
1182,54959.0,0,1,3137,55,1148,0,60,0,0,24,3,9,5,4,7,0
1183,15056.0,1,1,3033,76,6,12,3,21,6,40,5,2,2,3,5,1
1184,26954.0,1,0,2663,17,4,1,11,0,0,1,1,1,0,2,7,1
1185,22327.0,1,0,2942,94,5,4,8,2,0,5,1,1,0,3,5,1
1186,44393.0,1,1,2922,86,24,2,20,2,2,10,2,1,0,4,4,1
1187,62000.0,0,1,2919,25,899,0,101,0,0,20,1,6,6,13,4,0
1188,31497.0,0,1,3181,22,108,1,28,13,1,4,2,3,1,4,8,1
1189,45894.0,0,2,2733,15,27,2,7,0,2,13,1,1,0,3,5,1
1190,78579.0,0,0,3165,35,816,66,549,216,66,99,1,5,6,4,3,2
1191,67369.0,0,1,3200,81,1298,0,70,37,14,42,4,7,4,10,4,0
1192,58401.0,0,1,2681,55,10,0,11,17,29,29,1,1,2,2,4,1
1193,62307.0,0,1,2743,94,87,13,34,10,6,10,1,4,0,4,5,1
1194,43641.0,1,1,3044,50,57,2,51,4,2,23,3,2,1,4,6,1
1195,63841.0,0,1,3045,64,635,15,100,20,7,131,1,9,3,9,6,0
1196,46891.0,0,1,2912,91,43,12,23,29,15,61,1,2,1,4,4,1
1197,70091.0,1,0,3066,11,964,34,137,15,0,11,2,5,2,10,8,0
1198,78075.0,0,0,2696,72,572,8,259,34,35,80,1,3,5,5,1,2
1199,59184.0,0,1,3269,6,341,142,113,259,151,66,3,6,6,12,5,2
1200,54809.0,1,1,2902,0,63,6,57,13,13,22,4,2,1,5,4,1
1201,58113.0,0,1,3131,66,221,104,169,102,78,84,3,9,2,8,7,0
1202,51412.0,0,1,2791,42,140,3,29,4,5,14,2,3,2,4,4,1
1203,15287.0,1,0,3238,60,1,2,8,4,3,13,2,1,1,2,7,1
1204,66636.0,0,0,2927,64,291,10,689,84,10,0,1,3,4,9,1,2
1205,50965.0,0,1,3105,87,544,13,85,8,6,29,3,10,4,5,8,0
1206,84618.0,0,0,2830,96,684,100,801,21,66,0,1,6,9,10,2,2
1207,18351.0,0,0,2854,1,1,12,9,0,14,7,1,2,0,3,7,1
1208,40451.0,0,2,2744,54,35,0,4,0,0,10,1,1,1,2,5,1
1209,36317.0,0,1,3014,53,87,3,25,3,2,13,2,3,0,4,7,1
1210,42213.0,0,1,2871,96,309,3,24,4,3,20,2,5,1,7,7,0
1211,65748.0,0,1,3051,58,172,73,93,95,78,34,2,2,4,10,1,2
1212,77044.0,0,1,2856,12,625,38,242,50,34,76,2,7,11,11,4,2
1213,74918.0,0,0,3085,78,972,59,913,25,19,59,1,5,9,6,3,2
1214,56721.0,1,1,3217,64,157,6,39,6,13,75,5,4,1,5,6,0
1215,42160.0,1,1,2977,26,48,9,45,3,15,20,4,2,1,4,6,1
1216,61559.0,0,1,2958,8,279,83,88,32,14,34,1,4,2,10,3,0
1217,33629.0,1,1,3301,49,132,0,16,0,0,4,5,3,1,4,9,1
1218,68682.0,0,0,2877,56,919,0,505,99,30,45,1,4,9,10,2,2
1219,34377.0,0,1,3137,55,62,0,22,3,1,26,2,2,2,2,7,1
1220,8940.0,1,0,3287,25,1,45,3,4,6,42,3,3,1,3,8,1
1221,26228.0,1,0,2891,50,2,6,4,3,1,9,1,1,0,2,8,1
1222,77297.0,0,0,3130,84,408,61,109,48,122,41,1,5,7,9,4,2
1223,40211.0,1,1,2945,30,51,1,7,2,1,25,2,2,1,2,8,1
1224,33438.0,1,1,2891,81,62,1,16,3,2,6,4,2,1,4,5,1
1225,75032.0,0,1,3038,74,952,12,180,47,12,12,2,5,4,9,3,0
1226,61284.0,0,0,2871,76,618,15,106,20,7,45,1,11,2,8,6,0
1227,22518.0,1,0,3226,36,11,7,12,2,2,27,2,2,1,2,5,1
1228,54730.0,0,1,2929,64,318,3,17,4,7,56,5,4,1,8,4,0
1229,38452.0,1,1,2702,62,56,0,14,0,0,2,3,3,0,3,7,1
1230,44421.0,1,1,3110,53,110,5,59,7,1,7,5,5,0,4,8,1
1231,38197.0,1,0,2976,86,23,0,11,2,1,3,1,1,0,3,5,1
1232,41986.0,0,1,2751,15,27,5,8,8,3,12,3,3,0,4,4,1
1233,28427.0,1,0,3076,67,18,3,19,3,3,6,2,2,0,3,8,1
1234,37395.0,1,0,2669,47,18,0,9,0,1,11,1,1,0,3,6,1
1235,64722.0,1,0,2645,47,303,0,280,60,147,15,4,8,2,11,6,0
1236,55249.0,0,1,2684,81,97,1,19,2,0,11,1,2,1,4,3,1
1237,84906.0,0,0,2879,98,997,15,414,99,30,76,1,5,6,12,2,2
1238,28691.0,1,0,2971,56,5,4,13,8,0,4,1,1,0,3,8,1
1239,44213.0,1,1,2823,48,95,11,35,0,4,7,4,2,1,5,6,1
1240,25707.0,1,0,2773,18,1,6,2,3,6,3,1,1,0,3,7,1
1241,59062.0,2,1,2880,74,46,1,12,3,0,9,2,2,0,3,4,1
1242,76624.0,0,1,2647,68,411,106,147,54,115,66,1,5,10,7,1,2
1243,66000.0,0,0,2681,36,244,51,270,101,0,45,1,1,3,5,1,2
1244,27683.0,1,0,3305,90,152,9,121,12,12,45,4,6,2,4,8,1
1245,1730.0,0,0,2653,65,1,1,3,1,1,1,15,0,0,0,20,1
1246,7500.0,1,0,3184,63,10,17,18,8,26,40,4,3,2,2,9,1
1247,40521.0,1,1,3061,82,12,0,5,0,0,4,1,0,1,2,5,1
1248,20427.0,1,0,2708,63,5,0,4,0,0,1,1,1,0,2,8,1
1249,65106.0,0,1,2647,55,790,19,133,12,0,19,3,8,3,13,6,0
1250,69969.0,0,0,2917,64,882,29,514,38,29,44,1,4,2,6,3,2
1251,67433.0,0,2,2959,51,615,28,259,12,48,30,4,6,5,13,4,0
1252,77766.0,0,1,3103,97,1004,59,265,115,59,27,2,11,10,11,6,2
1253,74716.0,0,1,2901,92,133,27,421,13,195,71,2,7,3,5,4,2
1254,68118.0,0,1,2865,51,595,23,123,10,23,154,2,8,9,4,6,0
1255,55158.0,1,1,3310,72,293,0,87,4,11,23,4,7,2,5,7,0
1256,62972.0,0,1,3306,39,313,15,47,20,0,192,2,7,4,3,6,0
1257,74190.0,0,1,2659,49,151,81,86,168,91,64,2,4,2,11,2,2
1258,39356.0,1,1,2713,21,15,0,2,0,0,6,1,1,0,2,6,1
1259,76653.0,0,0,2928,91,736,63,946,219,189,126,1,4,7,11,2,2
1260,35860.0,1,1,2652,37,15,0,8,4,2,20,2,1,1,2,5,1
1261,90687.0,0,0,3014,98,982,17,672,23,34,51,1,6,2,8,2,2
1262,73450.0,0,0,2817,85,1142,51,415,90,69,37,1,7,8,11,3,2
1263,31454.0,1,1,2969,40,28,0,11,0,0,9,3,2,0,3,8,1
1264,47139.0,1,1,2726,2,46,0,12,0,2,23,2,2,1,2,7,1
1265,83829.0,0,0,2875,78,897,161,430,186,161,27,0,4,7,6,1,2
1266,53378.0,1,1,3254,41,489,6,152,8,6,132,10,9,4,6,8,0
1267,19656.0,1,0,3117,94,25,4,9,6,8,32,3,2,1,3,7,1
1268,45579.0,0,1,2924,10,145,1,33,2,1,1,1,4,1,4,6,1
1269,85485.0,0,0,2619,73,630,26,611,44,18,54,1,6,6,6,2,2
1270,55956.0,0,0,2694,22,760,38,104,50,9,38,2,7,3,4,4,0
1271,64191.0,0,1,3134,30,420,15,186,151,38,15,3,5,3,13,3,0
1272,38808.0,1,0,3283,21,125,17,52,3,19,30,4,5,1,4,8,1
1273,57183.0,1,1,3078,51,464,5,64,7,0,70,8,9,1,7,8,0
1274,23748.0,1,0,3196,97,6,6,29,12,15,8,3,2,1,3,8,1
1275,66303.0,0,1,3099,56,1090,12,96,16,12,60,4,3,4,11,8,0
1276,37368.0,1,0,2806,4,3,2,11,2,2,10,1,1,0,2,6,1
1277,40800.0,1,2,3155,77,24,0,27,8,30,10,2,3,0,3,7,1
1278,71847.0,0,0,3257,95,737,21,106,55,63,210,0,6,7,9,3,2
1279,46149.0,0,1,2823,36,254,6,71,4,0,27,5,5,1,7,5,0
1280,78687.0,0,0,3300,13,817,185,687,145,55,241,1,4,6,8,2,2
1281,49118.0,0,0,3291,90,620,54,239,99,98,119,2,9,7,10,7,2
1282,37633.0,1,1,3258,49,13,4,20,0,0,1,2,1,0,3,9,1
1283,39767.0,0,0,2954,18,113,61,204,34,26,47,2,7,1,7,8,0
1284,26997.0,0,0,3212,89,7,23,78,133,49,144,2,4,2,5,7,0
1285,33986.0,1,0,3083,43,16,2,18,2,1,5,1,1,0,3,7,1
1286,57091.0,0,1,3194,82,462,0,24,6,0,4,2,9,2,5,7,0
1287,46831.0,1,1,2997,84,22,2,10,6,4,34,2,1,2,2,4,1
1288,83151.0,0,0,3115,80,968,147,842,137,42,210,1,5,7,10,2,2
1289,52531.0,0,0,3157,68,283,112,151,51,72,125,2,7,2,10,6,2
1290,15759.0,0,0,2908,12,1,2,5,6,0,3,1,1,0,2,7,1
1291,22804.0,1,0,2944,75,14,1,7,2,1,1,1,2,0,2,9,1
1292,43050.0,1,0,2714,10,30,5,24,6,3,8,2,2,0,4,5,1
1293,42997.0,1,1,2815,91,4,0,5,0,1,5,1,1,0,2,7,1
1294,48918.0,1,1,2689,21,52,0,9,0,0,1,2,1,0,4,4,1
1295,60033.0,0,1,2703,28,62,1,57,19,11,48,2,2,1,5,2,1
1296,34043.0,1,0,2858,97,20,2,14,3,0,10,1,2,0,2,9,1
1297,57811.0,0,1,2981,49,545,7,114,37,21,78,5,7,2,11,5,0
1298,78569.0,0,0,2741,14,558,79,622,207,175,95,1,4,6,4,1,2
1299,7500.0,1,1,3160,5,6,5,4,13,4,25,4,2,1,3,6,1
1300,157733.0,1,0,3001,37,39,1,9,2,0,8,0,1,0,1,1,1
1301,94384.0,0,0,3093,62,1111,24,790,160,45,172,0,5,8,5,2,2
1302,23148.0,0,0,2742,83,4,6,8,6,3,10,1,2,0,3,7,1
1303,44267.0,1,1,3100,48,183,5,65,3,5,49,5,5,2,4,9,1
1304,71626.0,0,0,3216,94,546,72,376,94,145,72,1,5,5,8,3,2
1305,60894.0,0,1,2977,61,606,7,155,10,0,54,5,10,3,8,7,0
1306,50200.0,1,1,3063,70,266,6,51,8,6,64,6,7,1,5,8,0
1307,81051.0,0,0,2648,43,1142,29,249,38,29,14,1,5,5,12,2,2
1308,65169.0,0,0,2777,23,1074,0,69,0,0,46,1,10,4,13,6,0
1309,59868.0,0,1,2953,37,771,51,154,54,10,154,7,11,2,12,6,0
1310,65695.0,0,1,2760,50,371,32,189,0,58,6,2,5,4,10,4,0
1311,64857.0,0,0,3194,78,556,14,717,210,0,43,1,7,5,10,4,2
1312,45143.0,0,1,2918,74,202,5,74,11,5,14,3,6,1,5,7,0
1313,74805.0,0,1,2846,14,209,162,209,41,162,37,5,4,7,10,2,2
1314,59060.0,1,0,2780,77,35,40,111,36,40,12,3,3,1,7,4,1
1315,27238.0,1,1,3046,39,37,0,17,0,0,3,3,3,0,3,9,1
1316,47009.0,0,1,2882,89,171,45,73,59,10,90,4,3,2,8,4,0
1317,46094.0,1,1,2630,62,12,2,20,3,2,5,1,1,0,3,7,1
1318,40321.0,1,1,2946,59,44,4,21,6,0,27,2,3,0,3,7,1
1319,37235.0,1,0,2759,68,20,2,9,4,6,20,1,1,1,2,4,1
1320,81843.0,0,0,3044,13,779,86,537,34,69,138,1,5,9,12,3,2
1321,46692.0,0,1,2999,37,170,6,97,24,12,88,3,6,1,5,6,0
1322,77382.0,0,1,2784,36,491,48,231,112,105,134,2,5,7,12,1,2
1323,37774.0,2,0,3275,28,173,8,107,7,2,176,4,7,2,3,9,1
1324,18393.0,1,0,2703,2,7,10,13,16,0,4,2,3,0,3,8,1
1325,72828.0,0,1,3111,17,1205,0,235,19,14,205,6,6,3,13,7,0
1326,24711.0,0,0,2683,86,10,7,25,6,3,7,1,3,0,3,7,1
1327,45503.0,1,0,2888,54,97,4,44,6,1,18,1,3,1,4,5,1
1328,6560.0,0,0,2810,2,67,11,26,4,3,262,0,1,0,1,17,1
1329,71604.0,0,0,2835,3,345,53,528,98,75,97,1,8,3,5,4,2
1330,27244.0,1,0,2725,84,6,5,17,3,24,46,2,2,2,2,7,1
1331,48752.0,1,1,3175,8,73,57,100,71,15,0,5,6,1,5,9,0
1332,71434.0,0,1,2895,4,711,36,217,172,96,168,3,7,4,7,4,2
1333,90842.0,0,0,2946,57,774,70,118,182,187,93,1,4,9,13,1,2
1334,88097.0,1,0,3291,24,163,0,480,0,126,75,1,6,5,8,9,2
1335,51948.0,0,1,2896,51,82,33,54,71,30,41,2,5,2,4,5,0
1336,71853.0,0,0,3028,29,358,108,413,141,97,32,1,2,8,6,1,2
1337,35876.0,0,0,2681,13,66,2,40,4,3,14,1,3,1,3,6,1
1338,40049.0,0,1,2867,23,13,6,7,0,3,3,1,1,0,3,6,1
1339,39660.0,1,0,3301,36,139,13,78,20,13,36,3,7,1,3,9,1
1340,50127.0,0,1,2642,88,274,0,21,4,6,15,1,5,1,6,6,0
1341,43263.0,0,1,3196,2,262,6,61,0,10,102,3,5,2,6,5,0
1342,62845.0,1,1,3247,3,1099,0,45,0,0,34,11,3,4,10,8,0
1343,18929.0,0,0,3109,15,32,0,8,23,4,18,1,1,0,4,6,1
1344,24367.0,1,0,3077,58,2,4,2,0,11,5,1,1,0,2,9,1
1345,33249.0,1,0,3105,11,6,10,21,19,14,42,2,2,1,3,6,1
1346,26887.0,0,1,3115,27,6,7,4,3,4,6,1,1,0,3,6,1
1347,50150.0,0,0,2985,32,135,46,92,65,61,11,2,5,2,7,5,0
1348,62061.0,0,1,2913,12,641,7,84,0,30,38,3,10,4,7,6,0
1349,85696.0,0,0,3033,88,714,76,395,116,0,12,1,4,6,9,1,2
1350,76542.0,0,0,3067,91,794,73,573,0,29,14,1,4,8,10,2,2
1351,70515.0,0,0,2862,12,420,0,452,182,64,140,1,6,6,4,2,2
1352,18227.0,1,0,3209,21,1,2,7,4,3,11,1,0,1,2,8,1
1353,69139.0,0,1,2764,23,86,12,75,33,15,6,1,4,1,5,4,1
1354,69109.0,0,0,3208,10,823,25,459,124,29,95,1,6,6,7,4,2
1355,69627.0,0,1,3080,35,231,161,215,171,30,53,2,8,2,11,5,2
1356,38136.0,1,0,3044,69,8,15,27,0,20,33,2,3,1,2,8,1
1357,62159.0,0,0,2673,68,182,17,259,77,70,29,1,6,2,10,4,2
1358,80695.0,0,0,2793,85,557,129,984,193,37,18,1,5,8,5,2,2
1359,33316.0,1,1,2879,34,79,1,31,4,4,12,3,2,1,4,6,1
1360,58554.0,1,1,3252,55,368,24,68,38,0,88,6,8,2,6,7,0
1361,17256.0,1,0,2829,10,6,4,14,8,8,22,2,2,1,2,8,1
1362,53034.0,1,1,3006,30,160,15,196,15,11,50,8,6,1,7,8,0
1363,52203.0,0,0,3309,36,488,21,238,56,108,28,1,8,7,11,6,2
1364,59601.0,0,1,2950,14,691,7,69,0,7,23,4,2,2,7,8,0
1365,75154.0,0,1,3274,79,543,10,205,160,143,82,1,6,3,6,3,2
1366,47025.0,0,1,2845,52,254,7,108,20,0,26,3,6,3,5,6,0
1367,37971.0,1,0,2827,97,5,4,10,2,2,7,1,1,0,3,8,1
1368,41335.0,1,0,2796,24,112,19,21,16,14,5,3,4,1,4,7,1
1369,67267.0,0,1,2658,0,134,11,59,15,2,30,1,3,2,5,2,0
1370,57338.0,0,1,2672,96,143,6,52,11,8,17,2,4,1,5,5,1
1371,50523.0,1,1,2797,89,51,4,24,4,7,1,2,2,0,4,6,1
1372,35791.0,2,1,3030,94,27,0,5,0,0,3,2,1,0,3,8,1
1373,50611.0,0,1,3244,98,459,0,24,6,0,4,6,4,5,7,6,0
1374,56242.0,0,1,3094,72,689,8,167,11,8,88,5,8,4,11,6,0
1375,48904.0,0,1,3185,1,283,10,38,0,13,27,4,7,2,4,8,0
1376,56243.0,1,2,2792,26,347,0,35,4,3,7,6,4,2,8,5,0
1377,21355.0,1,0,2924,5,5,13,14,0,5,31,2,2,1,2,6,1
1378,57420.0,0,1,2980,22,280,0,18,0,0,24,3,5,1,6,7,0
1380,46390.0,0,1,2666,56,95,14,64,2,9,38,1,4,2,3,7,1
1381,54342.0,1,1,2972,74,84,10,34,11,10,28,4,3,1,4,6,1
1384,20895.0,1,0,3242,24,18,3,17,3,0,4,1,2,0,3,9,1
1385,92344.0,0,0,2776,9,992,24,694,51,19,119,0,5,10,5,1,2
1387,26907.0,1,1,2924,10,9,1,7,0,3,2,2,1,0,3,7,1
1388,44964.0,1,1,3171,35,19,1,17,2,0,2,1,1,0,3,8,1
1389,75507.0,0,0,2669,56,709,93,374,104,80,80,1,8,6,6,3,2
